id,Name,Number,District,Public,Total.docks,geometry,bikelanedist,tstopdist
225,Cambridge Dept. of Public Works -147 Hampshire St.,M32052,Cambridge,Yes,19,"c(233143.643923806, 902377.514286664)",9.40051720779895,819.759235499676
17,Soldiers Field Park - 111 Western Ave,A32006,Boston,Yes,15,"c(231444.046498671, 901599.50435972)",10.485803165791,1085.99658566927
360,Bartlett St at John Elliot Sq,B32055,Boston,Yes,15,"c(233778.745089219, 897744.820121598)",314.68533310635,506.503812809956
31,Seaport Hotel - Congress St at Seaport Ln,B32014,Boston,Yes,19,"c(237762.89650413, 899914.112048688)",113.84016326286,94.1499095566576
130,Uphams Corner,C32019,Boston,Yes,0,"c(235828.641522543, 896401.096409267)",25.7450499853053,1135.54515968246
13,Boston Medical Center - E Concord St at Harrison Ave,C32002,Boston,Yes,19,"c(235183.507411613, 898522.127623818)",205.528835198876,231.107036777373
239,Community Path at Cedar Street,S32022,Somerville,Yes,15,"c(232000.525864254, 904913.130352032)",5.72913463443934,904.576326880742
65,Boston Convention and Exhibition Center - Summer St at West Side Dr,D32018,Boston,Yes,23,"c(237460.101956512, 899796.21417355)",217.294805549097,233.962194075209
318,Ames St at Broadway,M32059,Cambridge,Yes,19,"c(233973.906743463, 901547.907150227)",3.26039122354705,181.60394092182
359,One Brigham Circle,B32036,Boston,Yes,15,"c(232597.297408168, 898234.580728581)",13.0635053408445,94.4173761493994
354,Washington St at Egremont Rd,A32037,Boston,Yes,0,"c(229559.233951119, 899214.806926761)",142.365684514083,174.326759360167
282,Stony Brook T Stop,D32041,Boston,Yes,15,"c(232613.540423716, 896351.154388153)",33.8252841191056,15.8627530272829
93,JFK/UMass T Stop,C32013,Boston,Yes,15,"c(236996.56294304, 896747.595725186)",183.677132586286,102.734185956114
335,Harvard St at Greene-Rose Heritage Park,M32055,Cambridge,Yes,19,"c(233342.120986655, 901800.519069725)",3.38926408669729,711.31463993836
364,Tremont St at Northampton St,C32056,Boston,Yes,19,"c(234487.219100182, 898795.975709761)",98.5775069264138,320.453849167425
222,Troy Boston,C32035,Boston,Yes,14,"c(236070.25302262, 899343.026376141)",32.8198689782851,294.722128636998
408,Edgerly Education Center,S32038,Somerville,Yes,15,"c(233996.152007248, 904156.329501408)",757.681687796812,899.625300541364
332,Harvard Ave at Brainerd Rd,D32035,Boston,Yes,15,"c(230466.61592742, 899958.659550947)",8.88794239262464,117.11044865828
387,Norman St at Kelvin St,NA,NA,NA,NA,"c(235637.067846128, 906234.654736256)",1743.18461199141,941.369654494933
384,Clarendon St at Newbury St,D32047,Boston,Yes,0,"c(234958.958095622, 900204.27182368)",82.9457428239513,262.401851027053
85,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,D32023,Boston,Yes,19,"c(237148.23918969, 903190.730416712)",151.058956231039,1292.34552740562
80,MIT Stata Center at Vassar St / Main St,M32005,Cambridge,Yes,35,"c(233679.114723003, 901373.0210473)",13.2539908102315,410.175295077828
128,E Cottage St at Columbia Rd,C32018,Boston,Yes,0,"c(236106.221883788, 896767.544661622)",20.8900717586471,792.965880410551
366,Broadway T Stop,NA,NA,NA,NA,"c(236464.948598647, 899237.55773608)",24.6141876389531,33.3637426804052
327,Main St at Thompson Sq,D32038,Boston,Yes,15,"c(235922.463707591, 902800.074841621)",6.97926397213279,546.348058718057
330,30 Dane St,S32023,Somerville,Yes,15,"c(232609.271285225, 903464.042895954)",396.998683989229,1449.73083683528
50,Boylston St at Berkeley St,D32013,Boston,Yes,15,"c(235156.741795519, 900159.594122043)",93.065772842288,202.0968466778
163,The Lawn on D,C32028,Boston,Yes,19,"c(237571.942614893, 899466.74795438)",11.0400858197297,410.670025242712
201,NCAAA - Walnut Ave at Crawford St,B32027,Boston,Yes,15,"c(233638.072405861, 896348.872194073)",5.56333466532569,958.324642435457
112,Clarendon Hill at Broadway,S32010,Somerville,Yes,0,"c(230256.671763723, 906263.868453571)",284.842317445229,1353.55193819132
379,Tremont St at W. Dedham St,C32060,Boston,Yes,15,"c(235085.542693224, 899204.763697412)",44.8426337382531,332.957682068125
204,Walnut Ave at Warren St,B32030,Boston,Yes,0,"c(234352.264817401, 897149.747967161)",8.76506539702974,625.853755813691
156,Somerville Hospital,NA,NA,NA,NA,"c(232143.039145, 904560.082045452)",297.768790836742,831.719428550337
413,Kennedy-Longfellow School 158 Spring St,M32065,Cambridge,Yes,19,"c(234117.128101345, 902199.528263347)",41.1383120105928,727.005339463953
115,Porter Square Station,M32029,Cambridge,Yes,19,"c(231365.692039022, 904235.21498863)",22.3981503957277,36.2389881833153
385,Albany St at E. Brookline St,C32061,Boston,Yes,15,"c(235523.101282079, 898551.471784725)",8.55846555075242,456.932104383257
141,Kendall Street,M32032,Cambridge,Yes,15,"c(234418.737632608, 901535.327450801)",66.9351671669304,355.000724323879
12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,B32002,Boston,Yes,18,"c(233954.165957027, 898498.897515428)",12.1051867949528,134.039098310174
181,Huron Ave At Vassal Lane,M32044,Cambridge,Yes,19,"c(230118.278917592, 903525.030536269)",13.8734856065164,1451.3576714938
199,Uphams Corner T Stop - Magnolia St at Dudley St,B32025,Boston,Yes,0,"c(235464.191157394, 896557.266973104)",403.772180428641,1452.08949442912
226,Commonwealth Ave At Babcock St,K32006,Brookline,Yes,15,"c(231204.289003204, 900185.959687627)",14.3437810116135,47.2778861044262
109,West End Park,D32022,Boston,Yes,35,"c(235875.525555138, 901803.396272355)",70.4974737806111,285.428080088192
142,Alewife Station at Russell Field,M32033,Cambridge,Yes,23,"c(229684.159874191, 905128.75407083)",15.4645430246267,215.579542146895
161,W Broadway at D St,C32029,Boston,Yes,23,"c(236963.933916538, 898832.212890994)",59.4599442688355,609.53982749017
403,Marion St at Harvard St,K32012,Brookline,Yes,0,"c(231204.238324143, 898878.930234249)",827.660485372538,263.209456306492
214,Airport T Stop - Bremen St at Brooks St,A32032,Boston,Yes,11,"c(238600.428753409, 902865.015447995)",1.6854907297311,140.529041723273
280,Main St at Baldwin St,D32036,Boston,Yes,19,"c(235359.572079416, 903461.306178396)",7.1975735593559,644.530795557392
114,Teele Square,S32011,Somerville,Yes,0,"c(230745.501498948, 905792.382399506)",390.556172331164,685.615467820846
59,Chinatown Gate Plaza,D32015,Boston,Yes,19,"c(236303.940509456, 900189.1994992)",11.1389501052616,273.662832281318
296,Farragut Rd at E. 6th St,C32051,Boston,Yes,23,"c(239150.651630959, 898209.964457474)",61.9734366606448,1145.45030967458
99,Wilson Square,S32005,Somerville,Yes,15,"c(231839.798568406, 903969.315642594)",232.049893260989,564.380620437575
339,Archdale Rd at Washington St,C32048,Boston,Yes,0,"c(231238.860975316, 893645.744557667)",20.7633534639581,1069.63322055177
152,Ink Block - Harrison Ave at Herald St,C32025,Boston,Yes,15,"c(235992.314846435, 899581.666362029)",130.845472598402,138.439735465547
187,Cypress St at Clark Playground,K32009,Brookline,Yes,0,"c(230878.075652363, 897551.522152681)",735.022790166512,399.540241205833
398,75 Binney St,M32064,Cambridge,Yes,19,"c(234584.918706196, 901752.426854935)",12.9894390002185,605.508553710895
3,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,B32006,Boston,Yes,15,"c(232911.056302779, 898923.880901865)",37.0009755888405,449.954975677656
376,Honan Library,A32040,Boston,Yes,15,"c(230601.748136395, 901152.613870387)",13.0473864417151,981.192609014822
392,Glendale Square (Ferry St at Broadway),V32006,Everett,Yes,15,"c(237225.70340914, 907241.491411946)",3306.66237883528,2088.47373760386
200,Washington St at Melnea Cass Blvd,B32026,Boston,Yes,19,"c(234515.400766918, 898120.918625812)",2.02144748019149,12.8101199713004
194,Broadway St at Mt Pleasant St,S32014,Somerville,Yes,19,"c(234726.484284547, 904045.133466093)",358.919278835753,233.042716063295
7,Fan Pier,A32000,Boston,Yes,15,"c(237521.738301606, 900421.58543805)",4.07043548656815,221.187648443588
30,Brigham Circle - Francis St at Huntington Ave,B32013,Boston,Yes,15,"c(232628.737315141, 898313.172652189)",8.34342898881258,29.95379554947
188,Foss Park,S32015,Somerville,Yes,15,"c(233726.420405695, 904589.319162462)",1262.3793464676,1099.00526817386
125,Hyde Square - Barbara St at Centre St,E32003,Boston,Yes,15,"c(232160.381584738, 896882.153963362)",3.50902319588086,683.169852313539
367,Vassal Lane at Tobin/VLUS,M32057,Cambridge,Yes,19,"c(229677.216736064, 903776.593526576)",116.938230294451,1369.02395465352
197,MLK Blvd at Washington St,B32023,Boston,Yes,15,"c(233692.157697735, 896852.992443361)",9.70209507469768,740.288915945268
101,Ball Sq,NA,NA,NA,NA,"c(232023.57407702, 905477.92149413)",541.773521153976,960.63974236086
195,Child St at North St,M32049,Cambridge,Yes,23,"c(235211.265692798, 902421.747827968)",5.43382746455848,320.557981537446
405,Sydney St at Carson St,C32064,Boston,Yes,19,"c(236800.865870842, 896752.567751504)",264.515765051333,101.995123159963
388,Main Street at Carter Street,NA,NA,NA,NA,"c(236114.531593738, 906050.290213204)",1713.15280735953,1328.9342457466
96,Cambridge Main Library at Broadway / Trowbridge St,M32013,Cambridge,Yes,19,"c(232032.573731231, 902614.702276094)",28.2578818452723,649.011719227095
106,Dudley Town Common - Mt Pleasant Ave at Blue Hill Ave,C32015,Boston,Yes,0,"c(235001.16633051, 897292.017306317)",623.232288031768,843.274057956429
193,Brookline Town Hall,K32005,Brookline,Yes,15,"c(231278.824544496, 898211.042869624)",593.84106110436,326.669385553161
423,Mt. Hope St at Hyde Park Ave,C32080,Boston,Yes,0,"c(231444.804588397, 892777.912558837)",409.904539682175,1808.46082263728
426,Surface Rd at Summer St,A32042,Boston,Yes,27,"c(236533.960148762, 900366.972116264)",16.2265009035774,112.202478503433
167,Ryan Playground - Dorchester Ave at Harbor View St,C32031,Boston,Yes,0,"c(236546.103889425, 896445.582775431)",3.99640411983215,486.277578771865
406,Somerville City Hall Annex,S32036,Somerville,Yes,0,"c(233144.72787035, 904676.938496655)",734.986284209863,1674.04289360112
140,Danehy Park,M32031,Cambridge,Yes,17,"c(230236.80900057, 904338.121542467)",38.1578126941684,1103.01978347481
92,University of Massachusetts Boston - Campus Center,C32014,Boston,Yes,19,"c(238212.750388212, 895848.758842895)",3.53587043537302,1423.27237427312
11,Longwood Ave at Binney St,A32004,Boston,Yes,15,"c(232427.18348991, 898756.557213296)",13.2240262564396,440.607913190437
236,Assembly Square T,S32018,Somerville,Yes,15,"c(234790.275493677, 904722.078145992)",595.177460197305,29.3228348925919
146,Murphy Skating Rink - 1880 Day Blvd,C32023,Boston,Yes,19,"c(239248.563262447, 898549.075863232)",26.7345319831141,829.134981851057
334,Mass Ave at Hadley/Walden,M32056,Cambridge,Yes,19,"c(231073.974907477, 904591.004808713)",13.6399282397418,430.969497226352
103,JFK Crossing at Harvard St. / Thorndike St.,K32004,Brookline,Yes,15,"c(230620.783268696, 899629.743795127)",278.585373599814,479.413961563304
351,Faneuil St at Arlington St,A32038,Boston,Yes,15,"c(228021.657384423, 900307.936132536)",8.556402706646,1494.38202924076
43,Rowes Wharf at Atlantic Ave,D32008,Boston,Yes,15,"c(237014.70821145, 900835.716611197)",8.7056706765837,282.770575303433
145,Rindge Avenue - O'Neill Library,M32036,Cambridge,Yes,19,"c(230543.422838237, 904761.546950719)",239.966242143842,714.291519514632
208,Oak Square - 615 Washington St,D32031,Boston,Yes,15,"c(227478.342101175, 900061.841851233)",8.96204669892582,1157.64851769617
117,Binney St / Sixth St,M32027,Cambridge,Yes,19,"c(234074.031888632, 901814.432494295)",7.35945064726301,408.117880024231
319,84 Cambridgepark Dr,M32058,Cambridge,Yes,25,"c(229316.310304781, 904848.956867352)",35.5862626927583,319.315096501164
182,Museum of Science,M32045,Cambridge,Yes,19,"c(235322.964350243, 901998.570986063)",41.3205374034098,300.643286022164
235,East Somerville Library (Broadway and Illinois),S32017,Somerville,Yes,15,"c(234321.714943508, 904208.284219253)",636.980917587832,634.21083196032
86,Brookline Village - Station Street at MBTA,K32003,Brookline,Yes,19,"c(231618.765420283, 898127.500057951)",244.235953164293,60.0441349533904
399,Shawmut Ave at Oak St W,D32048,Boston,Yes,15,"c(235792.666622763, 899874.384938587)",3.18769000987549,123.212921156682
217,Orient Heights T Stop - Bennington St at Saratoga St,A32035,Boston,Yes,19,"c(240669.964981749, 904148.079139245)",35.1633654819345,107.391502152725
29,Innovation Lab - 125 Western Ave at Batten Way,A32011,Boston,Yes,19,"c(230926.236495531, 901538.174742029)",10.5346377044995,1235.11443735503
224,Fresh Pond Reservation,M32051,Cambridge,Yes,17,"c(229359.423855137, 903635.968689682)",0.400360504519282,1497.64118518885
336,Mattapan T Stop,C32045,Boston,Yes,15,"c(233524.274961014, 890905.583447505)",4.91044047878757,102.701421246513
401,High St at Cypress St,K32010,Brookline,Yes,3,"c(231174.868618321, 897279.713772555)",334.076134031885,772.994209716401
203,Columbia Rd at Ceylon St,B32029,Boston,Yes,15,"c(235212.199986551, 895542.384351965)",6.97552811435747,1396.08532624848
368,Blue Hill Ave at Southwood St,B32057,Boston,Yes,0,"c(234788.310483721, 896460.903764834)",312.015752870287,1397.8569418782
186,Congress St at Northern Ave,C32032,Boston,Yes,0,"c(238095.980621712, 899837.01517344)",21.420527733557,119.608152130246
137,Magoun Square at Trum Field,S32013,Somerville,Yes,15,"c(232288.063461454, 905391.281731906)",540.668193395883,1200.32944860696
48,Post Office Square,D32012,Boston,Yes,0,"c(236694.292243718, 900690.895754839)",3.01103166981185,363.997089623799
102,Powder House Circle - Nathan Tufts Park,S32008,Somerville,Yes,15,"c(231549.638423193, 905666.955532179)",578.444920013503,642.00648616086
169,Edwards Playground - Main St at Eden St,A32022,Boston,Yes,19,"c(235527.149352294, 903251.990866621)",2.40013110560924,579.515977425351
411,Dorchester Ave at King St,C32066,Boston,Yes,0,"c(236072.198505433, 893567.822663256)",2.97791994404795,306.253519023142
258,Gallivan Blvd at Adams St,C32040,Boston,Yes,15,"c(236730.829016471, 892595.919028861)",326.624284433311,602.39194960978
424,Jamaica St at South St,D32052,Boston,Yes,19,"c(231684.615299062, 895133.9077804)",57.2607149939179,599.066717379925
136,ID Building West,C32021,Boston,Yes,19,"c(238594.500974908, 899472.733107602)",42.8697758466902,59.050352150562
419,Central Square East Boston,A32041,Boston,Yes,15,"c(237952.230024954, 902874.135473161)",11.1784715392762,717.864578784148
397,Broadway at Beacham St,V32011,Everett,Yes,15,"c(235917.075529462, 905408.416219347)",1055.67223809886,1163.66827494555
371,700 Huron Ave,M32060,Cambridge,Yes,19,"c(228483.258568937, 903422.411892041)",6.80892689117008,1971.15298962028
212,Maverick Square - Lewis Mall,A32030,Boston,Yes,33,"c(237907.366184671, 902140.213754511)",100.249345033905,23.2581376309396
135,ID Building East,C32020,Boston,Yes,17,"c(238837.556297654, 899477.515434431)",285.347341754882,50.9404797179162
272,Shawmut T Stop,E32009,Boston,Yes,19,"c(235811.093969503, 893695.424434836)",0.236358726851951,22.1319677006598
362,Columbia Rd at Tierney Community Center,C32052,Boston,Yes,19,"c(237038.537079668, 897846.480653328)",41.6611011829279,525.712218766515
279,Williams St at Washington St,D32040,Boston,Yes,19,"c(232347.245314483, 895191.726618113)",16.342330404004,374.570811038931
210,Bennington St at Byron St,A32028,Boston,Yes,15,"c(239840.925091721, 903782.488985123)",7.63195008662466,701.859240849723
191,Tappan St at Brookline Hills MBTA,K32008,Brookline,Yes,15,"c(230620.79340487, 898022.795278869)",1167.08019874768,168.190357680579
216,Glendon St at Condor St,A32034,Boston,Yes,0,"c(238684.459402087, 903650.644789123)",43.2866030958149,676.90157861036
211,Piers Park,NA,NA,NA,NA,"c(238305.65651237, 901703.485869772)",1.33768885282733,592.853920322757
162,Franklin Park - Seaver St at Humboldt Ave,C32027,Boston,Yes,15,"c(233618.846532063, 895559.467664358)",8.77942484506359,1293.22802336642
171,Bunker Hill Community College,A32023,Boston,Yes,23,"c(235492.581579722, 902710.298410635)",340.342488733504,107.197078698776
402,Washington St at Griggs Rd,K32011,Brookline,Yes,0,"c(230448.801762143, 898714.967163394)",1152.6131202436,158.929257595592
421,Northbourne Rd at Hyde Park Ave,C32078,Boston,Yes,0,"c(231524.829261555, 893482.007599002)",347.069864934384,1104.69718799101
341,Roslindale Village - Washington St,C32046,Boston,Yes,15,"c(230663.855407603, 892936.906817207)",5.86057415072133,1979.07573400734
355,Bennington St at Constitution Beach,A32039,Boston,Yes,17,"c(240297.720681927, 903972.975996101)",13.2591854918002,512.933118600974
174,Washington St at Brock St,D32029,Boston,Yes,15,"c(227987.759896442, 899884.222976541)",3.69677815890253,1084.70981572359
170,Franklin Park Zoo - Franklin Park Rd at Blue Hill Ave,C32030,Boston,Yes,14,"c(234189.312470571, 894859.435103096)",5.65003986884782,1969.38628022091
260,Fields Corner T Stop,C32041,Boston,Yes,15,"c(236233.307767347, 894447.321264921)",19.9986859589731,116.636785203651
395,Chelsea St at Vine St,V32009,Everett,Yes,15,"c(237240.655773551, 905961.818277921)",2332.46327117665,934.057933197943
348,Talbot Ave At Blue Hill Ave,C32043,Boston,Yes,15,"c(234048.644445841, 893871.759141199)",8.57810435076428,1762.68329473637
205,Bowdoin St at Quincy St,B32031,Boston,Yes,15,"c(235854.384524563, 895354.603801751)",114.765153086824,911.019492158509
228,One Memorial Drive,M32053,Cambridge,Yes,19,"c(234562.504119032, 901320.448472374)",18.5707780301908,482.334224991382
410,Adams St at Lonsdale St,C32065,Boston,Yes,0,"c(236511.656489728, 893561.560697101)",411.82624989821,723.959786268487
82,Beacon St at Tappan St,K32002,Brookline,Yes,15,"c(229753.522966041, 898704.499006343)",608.060035285816,50.1846240518361
209,Chelsea St at Saratoga St,A32027,Boston,Yes,15,"c(238916.247914895, 903359.590029515)",163.362992938047,373.789655433085
407,Craigie at Summer St,NA,NA,NA,NA,"c(232054.698303467, 904270.952480815)",473.875794966142,691.65609869301
144,Rogers St & Land Blvd,M32035,Cambridge,Yes,19,"c(234843.727946479, 901781.552599379)",29.8850383237321,573.303784368959
213,East Boston Neighborhood Health Center - 20 Maverick Square,A32031,Boston,Yes,16,"c(237935.556542356, 902217.223111701)",78.1038743648066,61.5490046099542
215,The Eddy - New St at Sumner St,A32033,Boston,Yes,15,"c(237541.954036878, 902349.291759333)",17.9164318396774,427.449566839784
422,American Legion Hwy at Canterbury St,C32079,Boston,Yes,15,"c(231601.892390482, 892108.478767576)",10.286873338662,2369.6041184597
202,Grove Hall Library - 41 Geneva Ave,B32028,Boston,Yes,15,"c(234549.266309522, 895354.486308187)",184.987020246131,1798.0880664378
353,Mattapan Library,C32050,Boston,Yes,15,"c(233551.506878981, 891959.480077177)",9.64243987879769,1098.77355368077
414,Discovery Park - 30 Acorn Park Drive,M32066,Cambridge,Yes,23,"c(228982.499594575, 905326.117344084)",6.85153193727142,524.294629668648
394,Broadway at Maple St,V32008,Everett,Yes,14,"c(236826.724882394, 906744.560641422)",2671.62977564191,1809.47461450714
232,Four Corners - 157 Washington St,C32037,Boston,Yes,11,"c(234687.929083561, 894935.068275577)",166.506526040809,1503.89737931049
343,Morton St T,NA,NA,NA,NA,"c(234133.511034532, 892332.856680512)",114.175709458378,1430.07978251858
255,Park St at Norwell St,C32039,Boston,Yes,0,"c(234774.862123258, 893856.806674809)",240.690769278694,1039.12835376896
1,18 Dorrance Warehouse,NA,NA,NA,NA,"c(234915.59929658, 904158.21491718)",254.410069996962,326.549989741035
425,The Dimock Center,E32011,Boston,Yes,16,"c(233269.705595274, 896614.529879423)",103.997589265364,518.518099260125
347,Thetford Ave at Norfolk St,C32049,Boston,Yes,0,"c(234686.689281323, 892945.127500531)",17.9577358175859,1344.69300207156
350,Codman Square Library,C32055,Boston,Yes,17,"c(235372.097637318, 893076.073092602)",266.915246559026,741.965402330618
308,BCBS Hingham,NA,NA,NA,NA,"c(249118.698204427, 879814.391367143)",17042.2392623061,9117.19421967137
219,Boston East - 126 Border St,A32036,Boston,Yes,15,"c(237802.413442252, 902635.952449469)",161.52879179087,494.207560885887
340,Blue Hill Ave at Almont St,C32044,Boston,Yes,19,"c(233513.7472026, 891651.816221509)",4.63136169560603,795.924060646878
430,Washington St at Walsh Playground,C32083,Boston,Yes,0,"c(235506.030391419, 891947.500740513)",229.96683836938,786.34126440289
432,Centre St at W. Roxbury Post Office,C32085,Boston,Yes,19,"c(228581.996935649, 892930.898384385)",295.28213263205,3612.81197064101
431,Washington St at Fuller St,C32084,Boston,Yes,0,"c(235344.726548767, 892478.919576507)",494.640331133604,696.534011083115
433,Centre St at Parkway YMCA,C32086,Boston,Yes,19,"c(228266.800156718, 892534.974355594)",746.839660584262,4077.48950617468
435,Central Ave at River St,NA,NA,NA,NA,"c(235194.166411399, 891251.971565162)",92.0579973884962,108.51593976019
317,BCBS Quincy,NA,NA,NA,NA,"c(238006.598395586, 891828.415646327)",862.054190360651,726.50208570584
436,Maverick St at Massport Path,A32044,Boston,Yes,15,"c(238436.711380337, 902020.585680734)",1.0068052390759,530.866264004889
437,Berkshire Street at Cambridge Street,M32067,Cambridge,Yes,19,"c(233772.792376193, 902478.181978193)",15.8491494321922,1061.81821313892
438,MIT Pacific St at Purrington St,M32041,Cambridge,Yes,19,"c(232820.010644143, 901096.162424112)",44.0500313427186,666.018574828444
434,Spring St at Powell St,C32087,Boston,Yes,19,"c(227763.838115568, 891944.873223722)",674.929443571192,4813.5443018828
